packet_strata,trial_id,trial_link,run_label,arm_id,task_id,raw_outcome,execution_validity,activity_subtype,policy_disposition,failure_subtype,termination_subtype,telemetry_status,canonical_completeness,r2_read_availability,analyzed_artifact_integrity_status,classification_confidence,evidence_reasons,supporting_artifact_ids,analyzer_version
all_empty_or_synthetic,9ce7bde7-ce6e-4f32-93af-04848273f93c,/trials/9ce7bde7-ce6e-4f32-93af-04848273f93c,router-gpt-5.5/2026-06-27__01-30-18,router-gpt-5.5,terminal-bench-2.0:model-extraction-relu-logits,failure,invalid_response_path,synthetic_retry_empty_completion,none_detected,missing_required_output,none,database_missing_transcript_present,8/8,available,verified,high,"[""Database reward (raw source of truth): 0"",""Harbor result reward: 0"",""Database/result reward consistency: consistent"",""Database exception type: not recorded"",""Database exception summary: not recorded"",""Database exception summary trusted markers: none"",""Exception artifact/result: none recorded"",""All trusted exception markers: none"",""Termination / exception subtype: none"",""Visible assistant events: 0"",""Tool calls: 0"",""Workspace-changing calls: 0"",""Thinking event metadata: 0 (content neither retained nor displayed)"",""Final result: empty"",""Transcript evidence: complete"",""Trajectory evidence: complete"",""Database input tokens: not recorded"",""Transcript total input tokens: 0"",""Transcript output tokens: 0"",""Transcript usage basis: final_aggregate"",""Synthetic retry: yes (1)"",""Explicit refusal marker: no"",""Verifier failure subtype: missing_required_output""]","[""748e6917-aa09-483a-a42a-aca97da10f8a"",""12182f84-81e6-4acb-abea-702cbe1ddd05"",""59bcf6d1-f832-41f3-9e14-d0112fb6623f"",""c853106c-56d1-4381-a747-5958cc863c96"",""361f688e-939c-4aa5-a086-dda1f4bf1037"",""f7149de4-bd94-4919-8877-40c1bde4d793""]",artifact-evidence-v1.3.2
revised_ordinary_controls,a12ed169-7774-4b37-9a3b-daf549537fbe,/trials/a12ed169-7774-4b37-9a3b-daf549537fbe,router-deepseek-pro/2026-06-19__13-47-59,router-deepseek-pro,terminal-bench-2.0:mteb-retrieve,failure,substantive,substantive_agent_activity,none_detected,test_assertion_failure,none,consistent,8/8,available,verified,high,"[""Database reward (raw source of truth): 0"",""Harbor result reward: 0"",""Database/result reward consistency: consistent"",""Database exception type: not recorded"",""Database exception summary: not recorded"",""Database exception summary trusted markers: none"",""Exception artifact/result: none recorded"",""All trusted exception markers: none"",""Termination / exception subtype: none"",""Visible assistant events: 1"",""Tool calls: 5"",""Workspace-changing calls: 0"",""Thinking event metadata: 589 (content neither retained nor displayed)"",""Final result: non-empty"",""Transcript evidence: complete"",""Trajectory evidence: complete"",""Database input tokens: 91857"",""Transcript total input tokens: 91857"",""Transcript output tokens: 1590"",""Transcript usage basis: final_aggregate"",""Synthetic retry: no"",""Explicit refusal marker: no"",""Verifier failure subtype: test_assertion_failure""]","[""359c6722-d6f6-485a-a572-889ae913cd6c"",""479afcf5-ebc0-4fad-b41b-b74bdf9f18c1"",""075c977d-c6f1-4cf3-bfcf-e2a719443ea5"",""905e150d-d4a3-488d-ab3b-3d3ec9671f80"",""2abcdec2-0636-41a0-b16b-c5c42a3d9b43"",""caf5e659-c007-4275-b22c-0696709b61fd""]",artifact-evidence-v1.3.2
all_reclassified_setup_transport_v1_1_1,a23d5970-e9a9-4bbd-833b-4c7e94612c50,/trials/a23d5970-e9a9-4bbd-833b-4c7e94612c50,router-anthropic-sonnet/2026-06-27__01-30-11,router-anthropic-sonnet,terminal-bench-2.0:polyglot-rust-c,failure,unknown,activity_unknown,none_detected,timeout,timeout,partial,9/9,available,verified,high,"[""Database reward (raw source of truth): 0"",""Harbor result reward: 0"",""Database/result reward consistency: consistent"",""Database exception type: exception_info"",""Database exception summary: not recorded"",""Database exception summary trusted markers: none"",""Exception artifact/result: exception_info"",""All trusted exception markers: timeout"",""Termination / exception subtype: timeout"",""Visible assistant events: 0"",""Tool calls: 0"",""Workspace-changing calls: 0"",""Thinking event metadata: 886 (content neither retained nor displayed)"",""Final result: not observed"",""Transcript evidence: complete"",""Trajectory evidence: complete"",""Database input tokens: 28368"",""Transcript total input tokens: 28368"",""Transcript output tokens: 8"",""Transcript usage basis: per_message"",""Synthetic retry: no"",""Explicit refusal marker: no"",""Verifier failure subtype: timeout""]","[""bda875e5-ec15-48c3-be2b-3b4d216b5255"",""5075c066-cadc-4a19-985e-57daa0accbe7"",""e2063605-811d-4a0a-ba89-402f594a3039"",""2d02a975-c757-48b0-a956-5908659fcb25"",""df9be2bb-8b1e-431b-8d49-e92d90f1f160"",""69392de4-2ce9-49cb-8631-c9f54c98a8fe"",""324aa7bc-f696-4fe8-a2b9-ce53fe7e10cb""]",artifact-evidence-v1.3.2
all_reclassified_setup_transport_v1_1_1,a5947f0d-a1be-41c4-a9d8-b6abca025459,/trials/a5947f0d-a1be-41c4-a9d8-b6abca025459,router-anthropic-sonnet/2026-06-27__01-30-11,router-anthropic-sonnet,terminal-bench-2.0:cancel-async-tasks,failure,unknown,activity_unknown,none_detected,timeout,timeout,database_missing_transcript_present,9/9,available,verified,high,"[""Database reward (raw source of truth): 0"",""Harbor result reward: 0"",""Database/result reward consistency: consistent"",""Database exception type: exception_info"",""Database exception summary: not recorded"",""Database exception summary trusted markers: none"",""Exception artifact/result: exception_info"",""All trusted exception markers: none"",""Termination / exception subtype: timeout"",""Visible assistant events: 0"",""Tool calls: 0"",""Workspace-changing calls: 0"",""Thinking event metadata: 0 (content neither retained nor displayed)"",""Final result: non-empty"",""Transcript evidence: complete"",""Trajectory evidence: complete"",""Database input tokens: not recorded"",""Transcript total input tokens: 0"",""Transcript output tokens: 0"",""Transcript usage basis: final_aggregate"",""Synthetic retry: no"",""Explicit refusal marker: no"",""Verifier failure subtype: timeout""]","[""5bde3ef4-e357-46ba-8baf-25ae07b706fe"",""4d4ddb18-90e4-4b85-8df0-3cf8cf62d0c4"",""a16d5c7b-78fa-4301-97e9-ecab7b2c14ab"",""e65d241e-03fa-4a43-9765-c6b36d31eba6"",""1f824e2e-66c5-4ce4-a8fd-30f698c70ef9"",""d6796c1c-476f-4ce2-9383-46942fc5a6bc"",""fcfb6c5f-69fa-407c-8613-8df1dd4386f8""]",artifact-evidence-v1.3.2
all_reclassified_setup_transport_v1_1_1,a8490ede-113d-4b7e-8a20-abd1da8b0a33,/trials/a8490ede-113d-4b7e-8a20-abd1da8b0a33,router-anthropic-sonnet/2026-06-27__01-30-11,router-anthropic-sonnet,terminal-bench-2.0:torch-pipeline-parallelism,failure,unknown,activity_unknown,none_detected,timeout,timeout,database_missing_transcript_present,9/9,available,verified,high,"[""Database reward (raw source of truth): 0"",""Harbor result reward: 0"",""Database/result reward consistency: consistent"",""Database exception type: exception_info"",""Database exception summary: not recorded"",""Database exception summary trusted markers: none"",""Exception artifact/result: exception_info"",""All trusted exception markers: none"",""Termination / exception subtype: timeout"",""Visible assistant events: 0"",""Tool calls: 0"",""Workspace-changing calls: 0"",""Thinking event metadata: 0 (content neither retained nor displayed)"",""Final result: non-empty"",""Transcript evidence: complete"",""Trajectory evidence: complete"",""Database input tokens: not recorded"",""Transcript total input tokens: 0"",""Transcript output tokens: 0"",""Transcript usage basis: final_aggregate"",""Synthetic retry: no"",""Explicit refusal marker: no"",""Verifier failure subtype: timeout""]","[""53f69502-45f5-4f8e-a491-09601e15a73f"",""f0b7ab9c-a40b-43bf-adc7-403ba145e188"",""69152548-7eef-4dc1-ae33-79b1558ca370"",""ab254ff1-d842-4006-80cc-b6073c43874b"",""5dea374b-d504-4e6d-89a3-dc4b073cdc6d"",""6f6a9ce1-2b49-467f-8c51-18364bd93af5"",""378c391d-2ddd-4923-9913-1ecffe3136d4""]",artifact-evidence-v1.3.2
all_positive_reward_exceptions,a98bdb16-fbbd-4a1f-9ccb-ecf50a22a656,/trials/a98bdb16-fbbd-4a1f-9ccb-ecf50a22a656,router-gemini-3.1-pro/2026-06-30__14-57-05,router-gemini-3.1-pro,terminal-bench-2.0:configure-git-webserver,success,substantive,timeout_after_meaningful_activity,none_detected,none,timeout,partial,9/9,available,verified,high,"[""Database reward (raw source of truth): 1"",""Harbor result reward: 1"",""Database/result reward consistency: consistent"",""Database exception type: exception_info"",""Database exception summary: not recorded"",""Database exception summary trusted markers: none"",""Exception artifact/result: exception_info"",""All trusted exception markers: timeout"",""Termination / exception subtype: timeout"",""Visible assistant events: 5"",""Tool calls: 7"",""Workspace-changing calls: 3"",""Thinking event metadata: 2 (content neither retained nor displayed)"",""Final result: not observed"",""Transcript evidence: complete"",""Trajectory evidence: complete"",""Database input tokens: 144431"",""Transcript total input tokens: 92579"",""Transcript output tokens: 1370"",""Transcript usage basis: per_message"",""Synthetic retry: no"",""Explicit refusal marker: no"",""Verifier failure subtype: none""]","[""c2356967-2bd0-44ca-9ac3-e1f7d048806f"",""b9b073e7-dbe7-4580-acf8-2528cbc6a2ea"",""eda96841-db5e-4dd1-a5be-37c44e603d68"",""0e81e42c-9fe3-4105-b35f-26a3e44bac43"",""efee382f-dd0a-4525-80e4-4e693e3063f6"",""217c76db-0bc0-4af3-b4bf-aa6bb3644374"",""cf5f346d-34ec-45a2-8bec-1cbc437ba5a7""]",artifact-evidence-v1.3.2
all_policy_refusals,aa8dbfd6-e275-4519-8ec8-fded800fe3e0,/trials/aa8dbfd6-e275-4519-8ec8-fded800fe3e0,router-anthropic-fable-5/2026-07-11__12-15-55,router-anthropic-fable-5,terminal-bench-2.0:custom-memory-heap-crash,failure,policy_blocked,substantive_agent_activity,provider_policy_refusal,policy_refusal,provider_policy_refusal,consistent,9/9,available,verified,high,"[""Database reward (raw source of truth): 0"",""Harbor result reward: 0"",""Database/result reward consistency: consistent"",""Database exception type: exception_info"",""Database exception summary: not recorded"",""Database exception summary trusted markers: none"",""Exception artifact/result: exception_info"",""All trusted exception markers: none"",""Termination / exception subtype: provider_policy_refusal"",""Visible assistant events: 1"",""Tool calls: 9"",""Workspace-changing calls: 0"",""Thinking event metadata: 5 (content neither retained nor displayed)"",""Final result: non-empty"",""Transcript evidence: complete"",""Trajectory evidence: complete"",""Database input tokens: 265034"",""Transcript total input tokens: 265034"",""Transcript output tokens: 4585"",""Transcript usage basis: final_aggregate"",""Synthetic retry: no"",""Explicit refusal marker: yes (cyber)"",""Verifier failure subtype: policy_refusal""]","[""dfbfe11c-02c1-4ea5-8390-4913dc5abeee"",""bd03c994-8f62-47d7-a12f-54f456ba670d"",""4e114a54-0877-472e-b654-17bda3618b8b"",""f062531f-212a-40e4-b0bd-cb562f804abd"",""2d8fe57a-f608-4d33-a45a-681630bd7dd8"",""9fd52769-aff7-429d-a435-aed66094a473"",""16b50cb7-deec-4336-b31b-c48f6b634eea""]",artifact-evidence-v1.3.2
all_reclassified_setup_transport_v1_1_1,ab18676e-581c-4e42-8157-c15760a27cbb,/trials/ab18676e-581c-4e42-8157-c15760a27cbb,router-kimi-k2.6/2026-06-28__13-28-55,router-kimi-k2.6,terminal-bench-2.0:polyglot-rust-c,failure,unknown,activity_unknown,none_detected,timeout,timeout,consistent,9/9,available,verified,high,"[""Database reward (raw source of truth): 0"",""Harbor result reward: 0"",""Database/result reward consistency: consistent"",""Database exception type: exception_info"",""Database exception summary: not recorded"",""Database exception summary trusted markers: none"",""Exception artifact/result: exception_info"",""All trusted exception markers: none"",""Termination / exception subtype: timeout"",""Visible assistant events: 0"",""Tool calls: 0"",""Workspace-changing calls: 0"",""Thinking event metadata: 32000 (content neither retained nor displayed)"",""Final result: non-empty"",""Transcript evidence: complete"",""Trajectory evidence: complete"",""Database input tokens: 3464"",""Transcript total input tokens: 3464"",""Transcript output tokens: 32000"",""Transcript usage basis: final_aggregate"",""Synthetic retry: no"",""Explicit refusal marker: no"",""Verifier failure subtype: timeout""]","[""d530f2f4-ef37-4743-9361-988cc009fb8c"",""7d1338da-f98b-47df-be2f-3c3673b1ce05"",""1d342667-fdeb-4cf9-8782-ee63ca481246"",""8513168d-7bd7-43c1-82ff-d99ffbba03ef"",""e0e16288-f25d-4e7e-be02-6004df08684a"",""f62fc4a5-9a07-46df-8711-33ca70c88f93"",""e984fc9b-1098-4dd0-a76c-fe091d42a8c8""]",artifact-evidence-v1.3.2
all_policy_refusals,ab5bf72f-81d9-4a9f-947f-44e110624893,/trials/ab5bf72f-81d9-4a9f-947f-44e110624893,router-anthropic-fable-5/2026-07-11__12-15-55,router-anthropic-fable-5,terminal-bench-2.0:password-recovery,failure,policy_blocked,provider_policy_refusal,provider_policy_refusal,policy_refusal,provider_policy_refusal,database_zero_transcript_nonzero,9/9,available,verified,high,"[""Database reward (raw source of truth): 0"",""Harbor result reward: 0"",""Database/result reward consistency: consistent"",""Database exception type: exception_info"",""Database exception summary: not recorded"",""Database exception summary trusted markers: none"",""Exception artifact/result: exception_info"",""All trusted exception markers: none"",""Termination / exception subtype: provider_policy_refusal"",""Visible assistant events: 0"",""Tool calls: 0"",""Workspace-changing calls: 0"",""Thinking event metadata: 0 (content neither retained nor displayed)"",""Final result: non-empty"",""Transcript evidence: complete"",""Trajectory evidence: complete"",""Database input tokens: 0"",""Transcript total input tokens: 28602"",""Transcript output tokens: 2"",""Transcript usage basis: final_aggregate"",""Synthetic retry: no"",""Explicit refusal marker: yes (cyber)"",""Verifier failure subtype: policy_refusal""]","[""b590b693-27cc-4e3e-a2e3-44a05eab9276"",""0c7df6ea-90e2-4f06-9a50-b895c45f13fe"",""770e8a56-f4b8-4c0e-9eda-bdaa02539238"",""55095d2e-c4ef-4c2b-b696-91a5569065cf"",""56f52d8d-2d04-4db4-96d4-23dac0d61486"",""8eca7829-1e06-4ff8-9884-bf86a79e502d"",""177e2fb2-5765-4d85-8058-b5a76717ade8""]",artifact-evidence-v1.3.2
all_extraneous_output_artifacts,ac8f8849-430f-4283-92db-2207c28a5eb2,/trials/ac8f8849-430f-4283-92db-2207c28a5eb2,router-anthropic-fable-5/2026-07-11__12-15-55,router-anthropic-fable-5,terminal-bench-2.0:polyglot-rust-c,failure,substantive,substantive_agent_activity,none_detected,extraneous_output_artifacts,none,consistent,8/8,available,verified,high,"[""Database reward (raw source of truth): 0"",""Harbor result reward: 0"",""Database/result reward consistency: consistent"",""Database exception type: not recorded"",""Database exception summary: not recorded"",""Database exception summary trusted markers: none"",""Exception artifact/result: none recorded"",""All trusted exception markers: none"",""Termination / exception subtype: none"",""Visible assistant events: 2"",""Tool calls: 3"",""Workspace-changing calls: 1"",""Thinking event metadata: 3 (content neither retained nor displayed)"",""Final result: non-empty"",""Transcript evidence: complete"",""Trajectory evidence: complete"",""Database input tokens: 86993"",""Transcript total input tokens: 86993"",""Transcript output tokens: 13121"",""Transcript usage basis: final_aggregate"",""Synthetic retry: no"",""Explicit refusal marker: no"",""Verifier failure subtype: extraneous_output_artifacts""]","[""94e490fc-45c9-4c6a-96ed-007bf9753003"",""eb27fddb-cb4c-4523-b6ad-6c49dd76d6fe"",""1f1457fe-b160-4cd8-b1c4-c8bdfd2d3ee8"",""2e617818-00eb-400c-9a93-ad29978b2979"",""a4bccf2d-a6f4-4441-a99c-598808c8e7bd"",""7f2aae30-9382-4f78-ad74-0dcdc26ed14d""]",artifact-evidence-v1.3.2
revised_ordinary_controls,acc24821-d0b0-4cf2-8416-94464a27d266,/trials/acc24821-d0b0-4cf2-8416-94464a27d266,router-deepseek-flash/2026-06-28__13-28-50,router-deepseek-flash,terminal-bench-2.0:cancel-async-tasks,success,substantive,substantive_agent_activity,none_detected,none,none,consistent,8/8,available,verified,high,"[""Database reward (raw source of truth): 1"",""Harbor result reward: 1"",""Database/result reward consistency: consistent"",""Database exception type: not recorded"",""Database exception summary: not recorded"",""Database exception summary trusted markers: none"",""Exception artifact/result: none recorded"",""All trusted exception markers: none"",""Termination / exception subtype: none"",""Visible assistant events: 3"",""Tool calls: 4"",""Workspace-changing calls: 3"",""Thinking event metadata: 97 (content neither retained nor displayed)"",""Final result: non-empty"",""Transcript evidence: complete"",""Trajectory evidence: complete"",""Database input tokens: 94390"",""Transcript total input tokens: 94390"",""Transcript output tokens: 2055"",""Transcript usage basis: final_aggregate"",""Synthetic retry: no"",""Explicit refusal marker: no"",""Verifier failure subtype: none""]","[""2796df3a-a793-4125-95b8-6b18949d522f"",""49a160ff-54d6-41fa-b25d-f2cbfa8f1267"",""6ce1b0f9-b4bb-4b12-8c43-dec6ced4e9fa"",""853dd4a6-3702-4c8d-9a04-14da23763fe9"",""82e09525-08ed-43ea-8a2d-ff97ab922c56"",""686ef9a2-676b-453c-89fb-8ea391b9680c""]",artifact-evidence-v1.3.2
